size, best, average, worst
0, 0.000000, 0.000000, 0.000000
500, 0.000000, 0.000000, 0.000000
1000, 0.000000, 0.998000, 0.000000
1500, 0.000000, 0.000000, 0.000000
2000, 0.000000, 0.992000, 0.000000
2500, 0.000000, 1.004000, 0.000000
3000, 0.000000, 1.000000, 0.000000
3500, 1.000000, 0.000000, 1.000000
4000, 0.000000, 1.005000, 0.000000
4500, 0.995000, 1.000000, 0.000000
5000, 1.003000, 1.000000, 1.003000
